sample_dir,file_path,cwe_id,flaw_cwe,flaw_line,flaw_line_content,flaw_line_type
testcases/testcase-6,testcases/testcase-6/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_06.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),54,response.addCookie(cookieSink);,SINK
testcases/testcase-7,testcases/testcase-7/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_07.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),39,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-7,testcases/testcase-7/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_07.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),54,response.addCookie(cookieSink);,SINK
testcases/testcase-8,testcases/testcase-8/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_08.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),62,response.addCookie(cookieSink);,SINK
testcases/testcase-8,testcases/testcase-8/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_08.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),47,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-9,testcases/testcase-9/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_09.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-9,testcases/testcase-9/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_09.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),49,response.addCookie(cookieSink);,SINK
testcases/testcase-10,testcases/testcase-10/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_10.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),49,response.addCookie(cookieSink);,SINK
testcases/testcase-10,testcases/testcase-10/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_10.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-11,testcases/testcase-11/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_11.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),49,response.addCookie(cookieSink);,SINK
testcases/testcase-11,testcases/testcase-11/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_11.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-12,testcases/testcase-12/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_12.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-12,testcases/testcase-12/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_12.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),50,response.addCookie(cookieSink);,SINK
testcases/testcase-13,testcases/testcase-13/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_13.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),49,response.addCookie(cookieSink);,SINK
testcases/testcase-13,testcases/testcase-13/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_13.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-14,testcases/testcase-14/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_14.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),49,response.addCookie(cookieSink);,SINK
testcases/testcase-14,testcases/testcase-14/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_14.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-15,testcases/testcase-15/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_15.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),36,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-15,testcases/testcase-15/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_15.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),52,response.addCookie(cookieSink);,SINK
testcases/testcase-16,testcases/testcase-16/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_16.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),45,response.addCookie(cookieSink);,SINK
testcases/testcase-16,testcases/testcase-16/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_16.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),35,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-17,testcases/testcase-17/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_17.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),38,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-17,testcases/testcase-17/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_17.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),46,response.addCookie(cookieSink);,SINK
testcases/testcase-20,testcases/testcase-20/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_31.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),35,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-20,testcases/testcase-20/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_31.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),46,response.addCookie(cookieSink);,SINK
testcases/testcase-75,testcases/testcase-75/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_01.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),33,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-75,testcases/testcase-75/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_01.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),38,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-76,testcases/testcase-76/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_02.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),48,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-76,testcases/testcase-76/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_02.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-77,testcases/testcase-77/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_03.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-77,testcases/testcase-77/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_03.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),48,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-78,testcases/testcase-78/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_04.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),41,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-78,testcases/testcase-78/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_04.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),55,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-79,testcases/testcase-79/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_05.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),55,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-79,testcases/testcase-79/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_05.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),41,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-80,testcases/testcase-80/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_06.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),53,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-80,testcases/testcase-80/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_06.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),39,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-81,testcases/testcase-81/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_07.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),53,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-81,testcases/testcase-81/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_07.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),39,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-82,testcases/testcase-82/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_08.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),47,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-82,testcases/testcase-82/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_08.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),61,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-83,testcases/testcase-83/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_09.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-83,testcases/testcase-83/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_09.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),48,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-84,testcases/testcase-84/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_10.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),48,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-84,testcases/testcase-84/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_10.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-85,testcases/testcase-85/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_11.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-85,testcases/testcase-85/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_11.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),48,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-86,testcases/testcase-86/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_12.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-86,testcases/testcase-86/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_12.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),49,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-87,testcases/testcase-87/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_13.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-87,testcases/testcase-87/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_13.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),48,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-88,testcases/testcase-88/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_14.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),34,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-88,testcases/testcase-88/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_14.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),48,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-89,testcases/testcase-89/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_15.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),36,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-89,testcases/testcase-89/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_15.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),51,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-90,testcases/testcase-90/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_16.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),35,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-90,testcases/testcase-90/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_16.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),44,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-91,testcases/testcase-91/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_17.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),45,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-91,testcases/testcase-91/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_17.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),38,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-94,testcases/testcase-94/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_31.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),35,"data = System.getenv(""ADD"");",SOURCE
testcases/testcase-94,testcases/testcase-94/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_setHeaderServlet_31.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),45,"response.setHeader(""Location"", ""/author.jsp?lang="" + data);",SINK
testcases/testcase-112,testcases/testcase-112/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_01.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),107,response.addCookie(cookieSink);,SINK
testcases/testcase-112,testcases/testcase-112/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_01.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),56,data = readerBuffered.readLine();,SOURCE
testcases/testcase-113,testcases/testcase-113/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_02.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),55,data = readerBuffered.readLine();,SOURCE
testcases/testcase-113,testcases/testcase-113/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_02.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),115,response.addCookie(cookieSink);,SINK
testcases/testcase-114,testcases/testcase-114/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_03.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),115,response.addCookie(cookieSink);,SINK
testcases/testcase-114,testcases/testcase-114/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_03.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),55,data = readerBuffered.readLine();,SOURCE
testcases/testcase-115,testcases/testcase-115/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_04.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),62,data = readerBuffered.readLine();,SOURCE
testcases/testcase-115,testcases/testcase-115/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_04.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),122,response.addCookie(cookieSink);,SINK
testcases/testcase-116,testcases/testcase-116/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_05.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),62,data = readerBuffered.readLine();,SOURCE
testcases/testcase-116,testcases/testcase-116/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_05.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),122,response.addCookie(cookieSink);,SINK
testcases/testcase-117,testcases/testcase-117/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_06.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),60,data = readerBuffered.readLine();,SOURCE
testcases/testcase-117,testcases/testcase-117/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_06.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),120,response.addCookie(cookieSink);,SINK
testcases/testcase-118,testcases/testcase-118/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_07.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),120,response.addCookie(cookieSink);,SINK
testcases/testcase-118,testcases/testcase-118/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_07.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),60,data = readerBuffered.readLine();,SOURCE
testcases/testcase-119,testcases/testcase-119/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_08.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),68,data = readerBuffered.readLine();,SOURCE
testcases/testcase-119,testcases/testcase-119/src/main/java/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__File_addCookieServlet_08.java,113,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),128,response.addCookie(cookieSink);,SINK
